trip_id,pattern_id,pattern_name
13325699,279421,NB1
13325700,279421,NB1
13325701,279421,NB1
13325702,279421,NB1
13325703,279421,NB1
13325704,279421,NB1
13325705,279421,NB1
13325706,279421,NB1
13325720,279421,NB1
13325721,279421,NB1
13325722,279421,NB1
13325723,279421,NB1
13325724,279421,NB1
13325725,279421,NB1
13325726,279421,NB1
13325727,279421,NB1
13325728,279421,NB1
13325729,279421,NB1
13325730,279421,NB1
13325731,279421,NB1
13325732,279421,NB1
13325746,279421,NB1
13325747,279421,NB1
13325748,279421,NB1
13325749,279421,NB1
13325750,279421,NB1
13325751,279421,NB1
13325752,279421,NB1
13325753,279421,NB1
13325754,279421,NB1
13325755,279421,NB1
13325756,279421,NB1
13325757,279421,NB1
13325707,279422,SB1
13325708,279422,SB1
13325709,279422,SB1
13325710,279422,SB1
13325711,279422,SB1
13325712,279422,SB1
13325713,279422,SB1
13325714,279422,SB1
13325715,279422,SB1
13325716,279422,SB1
13325717,279422,SB1
13325718,279422,SB1
13325719,279422,SB1
13325733,279422,SB1
13325734,279422,SB1
13325735,279422,SB1
13325736,279422,SB1
13325737,279422,SB1
13325738,279422,SB1
13325739,279422,SB1
13325740,279422,SB1
13325741,279422,SB1
13325742,279422,SB1
13325743,279422,SB1
13325744,279422,SB1
13325745,279422,SB1
13325758,279422,SB1
13325759,279422,SB1
13325760,279422,SB1
13325761,279422,SB1
13325762,279422,SB1
13325763,279422,SB1
13325764,279422,SB1
13325765,279422,SB1
13325766,279422,SB1
13325767,279422,SB1
13325768,279422,SB1
13325769,279422,SB1
13325770,279423,NB1
13325771,279423,NB1
13325772,279423,NB1
13325773,279423,NB1
13325774,279423,NB1
13325775,279423,NB1
13325776,279423,NB1
13325777,279423,NB1
13325778,279423,NB1
13325779,279423,NB1
13325780,279423,NB1
13325781,279423,NB1
13325782,279423,NB1
13325783,279423,NB1
13325784,279423,NB1
13325785,279423,NB1
13325786,279423,NB1
13325787,279423,NB1
13325788,279423,NB1
13325789,279423,NB1
13325790,279423,NB1
13325791,279423,NB1
13325792,279423,NB1
13325793,279423,NB1
13325794,279423,NB1
13325795,279423,NB1
13325796,279423,NB1
13325797,279423,NB1
13325798,279423,NB1
13325799,279423,NB1
13325800,279423,NB1
13325801,279423,NB1
13325802,279423,NB1
13325803,279423,NB1
13325854,279423,NB1
13325855,279423,NB1
13325856,279423,NB1
13325857,279423,NB1
13325858,279423,NB1
13325859,279423,NB1
13325860,279423,NB1
13325861,279423,NB1
13325862,279423,NB1
13325863,279423,NB1
13325864,279423,NB1
13325865,279423,NB1
13325866,279423,NB1
13325867,279423,NB1
13325868,279423,NB1
13325869,279423,NB1
13325870,279423,NB1
13325871,279423,NB1
13325872,279423,NB1
13325873,279423,NB1
13325874,279423,NB1
13325875,279423,NB1
13325876,279423,NB1
13325877,279423,NB1
13325878,279423,NB1
13325879,279423,NB1
13325880,279423,NB1
13325881,279423,NB1
13325882,279423,NB1
13325883,279423,NB1
13325884,279423,NB1
13325885,279423,NB1
13325886,279423,NB1
13325888,279423,NB1
13325889,279423,NB1
13325890,279423,NB1
13325895,279423,NB1
13325938,279423,NB1
13325939,279423,NB1
13325940,279423,NB1
13325941,279423,NB1
13325942,279423,NB1
13325943,279423,NB1
13325944,279423,NB1
13325945,279423,NB1
13325946,279423,NB1
13325947,279423,NB1
13325948,279423,NB1
13325949,279423,NB1
13325950,279423,NB1
13325951,279423,NB1
13325952,279423,NB1
13325953,279423,NB1
13325954,279423,NB1
13325955,279423,NB1
13325956,279423,NB1
13325957,279423,NB1
13325958,279423,NB1
13325959,279423,NB1
13325960,279423,NB1
13325961,279423,NB1
13325962,279423,NB1
13325963,279423,NB1
13325964,279423,NB1
13325965,279423,NB1
13325966,279423,NB1
13325967,279423,NB1
13325968,279423,NB1
13325969,279423,NB1
13325970,279423,NB1
13325971,279423,NB1
13325972,279423,NB1
13325973,279423,NB1
13325974,279423,NB1
13325975,279423,NB1
13325976,279423,NB1
13325977,279423,NB1
13325978,279423,NB1
13325979,279423,NB1
13325980,279423,NB1
13325981,279423,NB1
13325982,279423,NB1
13325983,279423,NB1
13325812,279424,SB1
13325813,279424,SB1
13325814,279424,SB1
13325815,279424,SB1
13325816,279424,SB1
13325817,279424,SB1
13325818,279424,SB1
13325819,279424,SB1
13325820,279424,SB1
13325821,279424,SB1
13325822,279424,SB1
13325823,279424,SB1
13325824,279424,SB1
13325825,279424,SB1
13325826,279424,SB1
13325827,279424,SB1
13325828,279424,SB1
13325829,279424,SB1
13325830,279424,SB1
13325831,279424,SB1
13325832,279424,SB1
13325833,279424,SB1
13325834,279424,SB1
13325835,279424,SB1
13325836,279424,SB1
13325837,279424,SB1
13325838,279424,SB1
13325839,279424,SB1
13325840,279424,SB1
13325841,279424,SB1
13325842,279424,SB1
13325843,279424,SB1
13325844,279424,SB1
13325845,279424,SB1
13325896,279424,SB1
13325897,279424,SB1
13325898,279424,SB1
13325899,279424,SB1
13325900,279424,SB1
13325901,279424,SB1
13325902,279424,SB1
13325903,279424,SB1
13325904,279424,SB1
13325905,279424,SB1
13325906,279424,SB1
13325907,279424,SB1
13325908,279424,SB1
13325909,279424,SB1
13325910,279424,SB1
13325911,279424,SB1
13325912,279424,SB1
13325913,279424,SB1
13325914,279424,SB1
13325915,279424,SB1
13325916,279424,SB1
13325917,279424,SB1
13325918,279424,SB1
13325919,279424,SB1
13325920,279424,SB1
13325921,279424,SB1
13325922,279424,SB1
13325923,279424,SB1
13325924,279424,SB1
13325925,279424,SB1
13325926,279424,SB1
13325927,279424,SB1
13325928,279424,SB1
13325929,279424,SB1
13325930,279424,SB1
13325931,279424,SB1
13325932,279424,SB1
13325985,279424,SB1
13325986,279424,SB1
13325987,279424,SB1
13325988,279424,SB1
13325989,279424,SB1
13325990,279424,SB1
13325991,279424,SB1
13325992,279424,SB1
13325993,279424,SB1
13325994,279424,SB1
13325995,279424,SB1
13325996,279424,SB1
13325997,279424,SB1
13325998,279424,SB1
13325999,279424,SB1
13326000,279424,SB1
13326001,279424,SB1
13326002,279424,SB1
13326003,279424,SB1
13326004,279424,SB1
13326005,279424,SB1
13326006,279424,SB1
13326007,279424,SB1
13326008,279424,SB1
13326009,279424,SB1
13326010,279424,SB1
13326011,279424,SB1
13326012,279424,SB1
13326013,279424,SB1
13326014,279424,SB1
13326015,279424,SB1
13326016,279424,SB1
13326017,279424,SB1
13326018,279424,SB1
13326019,279424,SB1
13326020,279424,SB1
13326021,279424,SB1
13326022,279424,SB1
13326023,279424,SB1
13326024,279424,SB1
13326025,279424,SB1
13326026,279424,SB1
13326027,279424,SB1
13326028,279424,SB1
13326029,279424,SB1
13326030,279424,SB1
13326032,279425,NB3
13326047,279425,NB3
13326049,279425,NB3
13326063,279425,NB3
13326066,279425,NB3
13326076,279425,NB3
13326078,279425,NB3
13326095,279425,NB3
13326097,279425,NB3
13340083,279425,NB3
13340084,279425,NB3
13340109,279425,NB3
13326176,279426,NB4
13326177,279426,NB4
13326178,279426,NB4
13326179,279426,NB4
13326180,279426,NB4
13326181,279426,NB4
13326182,279426,NB4
13326183,279426,NB4
13326184,279426,NB4
13326185,279426,NB4
13326186,279426,NB4
13326187,279426,NB4
13326188,279426,NB4
13326189,279426,NB4
13326190,279426,NB4
13326191,279426,NB4
13326192,279426,NB4
13326193,279426,NB4
13326194,279426,NB4
13326195,279426,NB4
13326196,279426,NB4
13326197,279426,NB4
13326198,279426,NB4
13326199,279426,NB4
13326200,279426,NB4
13326201,279426,NB4
13326202,279426,NB4
13326203,279426,NB4
13326204,279426,NB4
13326205,279426,NB4
13326206,279426,NB4
13326207,279426,NB4
13326208,279426,NB4
13326209,279426,NB4
13326244,279426,NB4
13326245,279426,NB4
13326246,279426,NB4
13326247,279426,NB4
13326248,279426,NB4
13326249,279426,NB4
13326250,279426,NB4
13326251,279426,NB4
13326252,279426,NB4
13326253,279426,NB4
13326254,279426,NB4
13326255,279426,NB4
13326256,279426,NB4
13326257,279426,NB4
13326258,279426,NB4
13326259,279426,NB4
13326260,279426,NB4
13326261,279426,NB4
13326262,279426,NB4
13326263,279426,NB4
13326264,279426,NB4
13326265,279426,NB4
13326266,279426,NB4
13326267,279426,NB4
13326268,279426,NB4
13326269,279426,NB4
13326270,279426,NB4
13326271,279426,NB4
13326272,279426,NB4
13326273,279426,NB4
13326274,279426,NB4
13326275,279426,NB4
13326276,279426,NB4
13326034,279427,NB1
13326035,279427,NB1
13326036,279427,NB1
13326037,279427,NB1
13326038,279427,NB1
13326039,279427,NB1
13326040,279427,NB1
13326041,279427,NB1
13326042,279427,NB1
13326043,279427,NB1
13326044,279427,NB1
13326045,279427,NB1
13326046,279427,NB1
13326050,279427,NB1
13326051,279427,NB1
13326052,279427,NB1
13326054,279427,NB1
13326055,279427,NB1
13326056,279427,NB1
13326057,279427,NB1
13326058,279427,NB1
13326059,279427,NB1
13326060,279427,NB1
13326061,279427,NB1
13326062,279427,NB1
13326067,279427,NB1
13326068,279427,NB1
13326069,279427,NB1
13326070,279427,NB1
13326071,279427,NB1
13326072,279427,NB1
13326074,279427,NB1
13326077,279427,NB1
13326079,279427,NB1
13326080,279427,NB1
13326081,279427,NB1
13326082,279427,NB1
13326083,279427,NB1
13326084,279427,NB1
13326085,279427,NB1
13326086,279427,NB1
13326087,279427,NB1
13326088,279427,NB1
13326089,279427,NB1
13326090,279427,NB1
13326091,279427,NB1
13326092,279427,NB1
13326093,279427,NB1
13326094,279427,NB1
13326098,279427,NB1
13326099,279427,NB1
13326100,279427,NB1
13326101,279427,NB1
13326102,279427,NB1
13326103,279427,NB1
13340110,279428,NB2R
13340111,279428,NB2R
13340112,279428,NB2R
13340113,279428,NB2R
13340114,279428,NB2R
13340115,279428,NB2R
13340116,279428,NB2R
13340117,279428,NB2R
13340118,279428,NB2R
13340119,279428,NB2R
13326104,279430,SB3
13326105,279430,SB3
13326106,279430,SB3
13326107,279430,SB3
13326108,279430,SB3
13326109,279430,SB3
13326110,279430,SB3
13326111,279430,SB3
13326112,279430,SB3
13326113,279430,SB3
13326114,279430,SB3
13326116,279430,SB3
13326118,279430,SB3
13326119,279430,SB3
13326120,279430,SB3
13326121,279430,SB3
13326122,279430,SB3
13326123,279430,SB3
13326124,279430,SB3
13326125,279430,SB3
13326126,279430,SB3
13326127,279430,SB3
13326128,279430,SB3
13326129,279430,SB3
13326132,279430,SB3
13326133,279430,SB3
13326135,279430,SB3
13326136,279430,SB3
13326137,279430,SB3
13326138,279430,SB3
13326139,279430,SB3
13326140,279430,SB3
13326141,279430,SB3
13326142,279430,SB3
13326143,279430,SB3
13326144,279430,SB3
13326147,279430,SB3
13326149,279430,SB3
13326150,279430,SB3
13326151,279430,SB3
13326152,279430,SB3
13326153,279430,SB3
13326154,279430,SB3
13326155,279430,SB3
13326156,279430,SB3
13326157,279430,SB3
13326158,279430,SB3
13326159,279430,SB3
13326160,279430,SB3
13326161,279430,SB3
13326162,279430,SB3
13326163,279430,SB3
13326164,279430,SB3
13326165,279430,SB3
13326166,279430,SB3
13326167,279430,SB3
13326168,279430,SB3
13326169,279430,SB3
13326170,279430,SB3
13326171,279430,SB3
13326172,279430,SB3
13326173,279430,SB3
13326174,279430,SB3
13326175,279430,SB3
13340065,279430,SB3
13340066,279430,SB3
13340068,279430,SB3
13326210,279431,SB1
13326211,279431,SB1
13326212,279431,SB1
13326213,279431,SB1
13326214,279431,SB1
13326215,279431,SB1
13326216,279431,SB1
13326217,279431,SB1
13326218,279431,SB1
13326219,279431,SB1
13326220,279431,SB1
13326221,279431,SB1
13326222,279431,SB1
13326223,279431,SB1
13326224,279431,SB1
13326225,279431,SB1
13326226,279431,SB1
13326227,279431,SB1
13326228,279431,SB1
13326229,279431,SB1
13326230,279431,SB1
13326231,279431,SB1
13326232,279431,SB1
13326233,279431,SB1
13326234,279431,SB1
13326235,279431,SB1
13326236,279431,SB1
13326237,279431,SB1
13326238,279431,SB1
13326239,279431,SB1
13326240,279431,SB1
13326241,279431,SB1
13326242,279431,SB1
13326243,279431,SB1
13326277,279431,SB1
13326278,279431,SB1
13326279,279431,SB1
13326280,279431,SB1
13326281,279431,SB1
13326282,279431,SB1
13326283,279431,SB1
13326284,279431,SB1
13326285,279431,SB1
13326286,279431,SB1
13326287,279431,SB1
13326288,279431,SB1
13326289,279431,SB1
13326290,279431,SB1
13326291,279431,SB1
13326292,279431,SB1
13326293,279431,SB1
13326294,279431,SB1
13326295,279431,SB1
13326296,279431,SB1
13326297,279431,SB1
13326298,279431,SB1
13326299,279431,SB1
13326300,279431,SB1
13326301,279431,SB1
13326302,279431,SB1
13326303,279431,SB1
13326304,279431,SB1
13326305,279431,SB1
13326306,279431,SB1
13326307,279431,SB1
13326308,279431,SB1
13326309,279431,SB1
13326115,279432,SB2R
13326117,279432,SB2R
13326130,279432,SB2R
13326131,279432,SB2R
13326134,279432,SB2R
13326145,279432,SB2R
13326146,279432,SB2R
13326148,279432,SB2R
13340064,279432,SB2R
13340067,279432,SB2R
13326355,279434,EB4
13326356,279434,EB4
13326357,279434,EB4
13326358,279434,EB4
13339275,279435,EB7ABC
13326331,279436,EB3D1
13326334,279436,EB3D1
13326335,279436,EB3D1
13326337,279436,EB3D1
13326340,279436,EB3D1
13326342,279436,EB3D1
13326345,279436,EB3D1
13326346,279436,EB3D1
13326360,279436,EB3D1
13326364,279436,EB3D1
13326366,279436,EB3D1
13326369,279436,EB3D1
13326370,279436,EB3D1
13326374,279436,EB3D1
13326376,279436,EB3D1
13326377,279436,EB3D1
13326462,279436,EB3D1
13326463,279436,EB3D1
13326464,279436,EB3D1
13326465,279436,EB3D1
13326473,279436,EB3D1
13326477,279436,EB3D1
13326483,279436,EB3D1
13326485,279436,EB3D1
13326486,279436,EB3D1
13326488,279436,EB3D1
13326501,279436,EB3D1
13326502,279436,EB3D1
13326509,279436,EB3D1
13326510,279436,EB3D1
13326511,279436,EB3D1
13326513,279436,EB3D1
13326514,279436,EB3D1
13326516,279436,EB3D1
13326517,279436,EB3D1
13326518,279436,EB3D1
13326519,279436,EB3D1
13326520,279436,EB3D1
13326522,279436,EB3D1
13326523,279436,EB3D1
13326524,279436,EB3D1
13326597,279436,EB3D1
13326599,279436,EB3D1
13326601,279436,EB3D1
13326611,279436,EB3D1
13326613,279436,EB3D1
13326614,279436,EB3D1
13326616,279436,EB3D1
13326618,279436,EB3D1
13326620,279436,EB3D1
13326622,279436,EB3D1
13326627,279436,EB3D1
13326631,279436,EB3D1
13326633,279436,EB3D1
13326635,279436,EB3D1
13326637,279436,EB3D1
13326639,279436,EB3D1
13326641,279436,EB3D1
13326643,279436,EB3D1
13326645,279436,EB3D1
13326647,279436,EB3D1
13326649,279436,EB3D1
13326651,279436,EB3D1
13326652,279436,EB3D1
13326654,279436,EB3D1
13326656,279436,EB3D1
13326658,279436,EB3D1
13326660,279436,EB3D1
13326310,279437,EB1D1
13326311,279437,EB1D1
13326312,279437,EB1D1
13326313,279437,EB1D1
13326314,279437,EB1D1
13326315,279437,EB1D1
13326316,279437,EB1D1
13326317,279437,EB1D1
13326318,279437,EB1D1
13326319,279437,EB1D1
13326320,279437,EB1D1
13326321,279437,EB1D1
13326322,279437,EB1D1
13326323,279437,EB1D1
13326324,279437,EB1D1
13326325,279437,EB1D1
13326326,279437,EB1D1
13326327,279437,EB1D1
13326328,279437,EB1D1
13326329,279437,EB1D1
13326330,279437,EB1D1
13326332,279437,EB1D1
13326333,279437,EB1D1
13326336,279437,EB1D1
13326338,279437,EB1D1
13326339,279437,EB1D1
13326341,279437,EB1D1
13326343,279437,EB1D1
13326344,279437,EB1D1
13326347,279437,EB1D1
13326348,279437,EB1D1
13326349,279437,EB1D1
13326350,279437,EB1D1
13326351,279437,EB1D1
13326352,279437,EB1D1
13326353,279437,EB1D1
13326354,279437,EB1D1
13326359,279437,EB1D1
13326361,279437,EB1D1
13326362,279437,EB1D1
13326363,279437,EB1D1
13326365,279437,EB1D1
13326367,279437,EB1D1
13326368,279437,EB1D1
13326371,279437,EB1D1
13326372,279437,EB1D1
13326373,279437,EB1D1
13326375,279437,EB1D1
13326378,279437,EB1D1
13326379,279437,EB1D1
13326380,279437,EB1D1
13326381,279437,EB1D1
13326382,279437,EB1D1
13326383,279437,EB1D1
13326384,279437,EB1D1
13326466,279437,EB1D1
13326467,279437,EB1D1
13326468,279437,EB1D1
13326469,279437,EB1D1
13326470,279437,EB1D1
13326471,279437,EB1D1
13326472,279437,EB1D1
13326474,279437,EB1D1
13326475,279437,EB1D1
13326476,279437,EB1D1
13326478,279437,EB1D1
13326479,279437,EB1D1
13326480,279437,EB1D1
13326481,279437,EB1D1
13326482,279437,EB1D1
13326484,279437,EB1D1
13326487,279437,EB1D1
13326489,279437,EB1D1
13326490,279437,EB1D1
13326491,279437,EB1D1
13326492,279437,EB1D1
13326493,279437,EB1D1
13326494,279437,EB1D1
13326495,279437,EB1D1
13326496,279437,EB1D1
13326497,279437,EB1D1
13326498,279437,EB1D1
13326499,279437,EB1D1
13326500,279437,EB1D1
13326503,279437,EB1D1
13326504,279437,EB1D1
13326505,279437,EB1D1
13326506,279437,EB1D1
13326507,279437,EB1D1
13326508,279437,EB1D1
13326512,279437,EB1D1
13326515,279437,EB1D1
13326521,279437,EB1D1
13326525,279437,EB1D1
13326526,279437,EB1D1
13326527,279437,EB1D1
13326528,279437,EB1D1
13326596,279437,EB1D1
13326598,279437,EB1D1
13326600,279437,EB1D1
13326602,279437,EB1D1
13326603,279437,EB1D1
13326604,279437,EB1D1
13326605,279437,EB1D1
13326606,279437,EB1D1
13326607,279437,EB1D1
13326608,279437,EB1D1
13326609,279437,EB1D1
13326610,279437,EB1D1
13326612,279437,EB1D1
13326615,279437,EB1D1
13326617,279437,EB1D1
13326619,279437,EB1D1
13326621,279437,EB1D1
13326623,279437,EB1D1
13326624,279437,EB1D1
13326625,279437,EB1D1
13326626,279437,EB1D1
13326628,279437,EB1D1
13326629,279437,EB1D1
13326630,279437,EB1D1
13326632,279437,EB1D1
13326634,279437,EB1D1
13326636,279437,EB1D1
13326638,279437,EB1D1
13326640,279437,EB1D1
13326642,279437,EB1D1
13326644,279437,EB1D1
13326646,279437,EB1D1
13326648,279437,EB1D1
13326650,279437,EB1D1
13326653,279437,EB1D1
13326655,279437,EB1D1
13326657,279437,EB1D1
13326659,279437,EB1D1
13339080,279437,EB1D1
13339053,279438,EBSRD4
13326405,279439,WB4M
13326407,279439,WB4M
13326408,279439,WB4M
13326438,279439,WB4M
13339084,279440,WB1HPL
13326385,279441,WB1MRB
13326386,279441,WB1MRB
13326387,279441,WB1MRB
13326388,279441,WB1MRB
13326389,279441,WB1MRB
13326390,279441,WB1MRB
13326391,279441,WB1MRB
13326392,279441,WB1MRB
13326393,279441,WB1MRB
13326394,279441,WB1MRB
13326395,279441,WB1MRB
13326396,279441,WB1MRB
13326397,279441,WB1MRB
13326398,279441,WB1MRB
13326399,279441,WB1MRB
13326400,279441,WB1MRB
13326406,279441,WB1MRB
13326409,279441,WB1MRB
13326410,279441,WB1MRB
13326411,279441,WB1MRB
13326413,279441,WB1MRB
13326414,279441,WB1MRB
13326415,279441,WB1MRB
13326416,279441,WB1MRB
13326418,279441,WB1MRB
13326419,279441,WB1MRB
13326420,279441,WB1MRB
13326421,279441,WB1MRB
13326422,279441,WB1MRB
13326423,279441,WB1MRB
13326424,279441,WB1MRB
13326425,279441,WB1MRB
13326426,279441,WB1MRB
13326427,279441,WB1MRB
13326428,279441,WB1MRB
13326429,279441,WB1MRB
13326430,279441,WB1MRB
13326431,279441,WB1MRB
13326432,279441,WB1MRB
13326433,279441,WB1MRB
13326434,279441,WB1MRB
13326435,279441,WB1MRB
13326436,279441,WB1MRB
13326437,279441,WB1MRB
13326439,279441,WB1MRB
13326441,279441,WB1MRB
13326443,279441,WB1MRB
13326445,279441,WB1MRB
13326446,279441,WB1MRB
13326448,279441,WB1MRB
13326450,279441,WB1MRB
13326453,279441,WB1MRB
13326454,279441,WB1MRB
13326456,279441,WB1MRB
13326457,279441,WB1MRB
13326459,279441,WB1MRB
13326529,279441,WB1MRB
13326531,279441,WB1MRB
13326532,279441,WB1MRB
13326533,279441,WB1MRB
13326535,279441,WB1MRB
13326536,279441,WB1MRB
13326537,279441,WB1MRB
13326541,279441,WB1MRB
13326542,279441,WB1MRB
13326544,279441,WB1MRB
13326546,279441,WB1MRB
13326547,279441,WB1MRB
13326551,279441,WB1MRB
13326557,279441,WB1MRB
13326558,279441,WB1MRB
13326559,279441,WB1MRB
13326560,279441,WB1MRB
13326562,279441,WB1MRB
13326564,279441,WB1MRB
13326566,279441,WB1MRB
13326568,279441,WB1MRB
13326569,279441,WB1MRB
13326570,279441,WB1MRB
13326572,279441,WB1MRB
13326573,279441,WB1MRB
13326575,279441,WB1MRB
13326576,279441,WB1MRB
13326577,279441,WB1MRB
13326578,279441,WB1MRB
13326579,279441,WB1MRB
13326580,279441,WB1MRB
13326583,279441,WB1MRB
13326584,279441,WB1MRB
13326586,279441,WB1MRB
13326587,279441,WB1MRB
13326588,279441,WB1MRB
13326590,279441,WB1MRB
13326592,279441,WB1MRB
13326593,279441,WB1MRB
13326594,279441,WB1MRB
13326661,279441,WB1MRB
13326664,279441,WB1MRB
13326665,279441,WB1MRB
13326667,279441,WB1MRB
13326668,279441,WB1MRB
13326672,279441,WB1MRB
13326674,279441,WB1MRB
13326676,279441,WB1MRB
